Категория;Наименование товара;Стоимость, руб
Зелень;Микрозелень Кресс-салат Весенний/Сем Алт/цп 1 гр.НОВИНКА! МИКРОЗЕЛЕНЬ!;35
Зелень;Микрозелень Подсолнечник/Сем Алт/цп 10 гр. НОВИНКА! МИКРОЗЕЛЕНЬ!;34
Кабачок;Кабачок 13 Стульев/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Ананасный/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Аппетитный Горшочек/Сем Алт/цп 1 гр.;44
Кабачок;Кабачок Аэронавт (Цуккини)/Сем Алт/цп 2 гр.;35
Кабачок;Кабачок Бабье Счастье/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Бананы на Грядке F1/Сем Алт/цп 1 гр.;55
Кабачок;Кабачок Белоплодные/Сем Алт/цп 2 гр.;30
Кабачок;Кабачок Белуха/Сем Алт/цп 2 гр. Сибирская Селекция!;39
Кабачок;Кабачок Важный Господин/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Грибовские 37/Сем Алт/цп 2 гр.;34
Кабачок;Кабачок Гуси-Лебеди/Сем Алт/цп 1 гр. НОВИНКА!;48
Кабачок;Кабачок Джеймс Бонд/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Для Гриля/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Желтоплодный-Цуккини/Сем Алт/цп 2 гр.;36
Кабачок;Кабачок Зебра/Сем Алт/цп 2 гр.;35
Кабачок;Кабачок Золотинка-Цуккини/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Искандер F1/Сем Алт/цп 5 шт. Seminis (Голландские Семена);98
Кабачок;Кабачок Крокодил Гена/Сем Алт/цп 2 гр.;36
Кабачок;Кабачок Лимонадный Джо/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Негритенок (Цуккини)/Сем Алт/цп 2 гр.;38
Кабачок;Кабачок Ролик/Сем Алт/цп 2 гр.;34
Кабачок;Кабачок С Кулачок/Сем Алт/цп 1 гр.;44
Кабачок;Кабачок Скворушка (Цуккини)/Сем Алт/цп 2 гр.;32
Кабачок;Кабачок Спагетти Равиоло/Сем Алт/цп 1 гр.;36
Кабачок;Кабачок Сударь/Сем Алт/цп 2 гр.;30
Кабачок;Кабачок Усатый Полосатый/Сем Алт/цп 2 гр.;36
Кабачок;Кабачок Фараон/Сем Алт/цп 2 гр.;35
Кабачок;Кабачок Фаршировочный/Сем Алт/цп 2 гр.;36
Кабачок;Кабачок Цукеша-цукини/Сем Алт/цп 2 гр.;35
Кабачок;Кабачок Черный Красавец-Цуккини/Сем Алт/цп 2 гр.;39
Кабачок;Кабачок Якорь/Сем Алт/цп 2 гр.;34
Капуста;Капуста Амагер 611/Сем Алт/цп 0,3 гр.;32
Капуста;Капуста Антикиллер/Сем Алт/цп 0,3 гр.;52
Капуста;Капуста Атрия F1/Сем Алт/цп 12 шт. Seminis (Голландские Семена);75
Капуста;Капуста Белорусская 455/Сем Алт/цп 0,5 гр.;28
Капуста;Капуста Белтис F1/Сем Алт/цп 15 шт. Seminis (Голландские Семена);91
Капуста;Капуста Брокколи Абсент F1/Сем Алт/цп 10 шт. НОВИНКА!;85
Капуста;Капуста Брокколи Калабрезе/Сем Алт/цп 0,5 гр.;37
Капуста;Капуста Брокколи Лорд F1/Сем Алт/цп 15 шт. Seminis (Голландские Семена);89
Капуста;Капуста Брокколи Мультивитамин/Сем Алт/цп 0,3 гр. НОВИНКА! СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;49
Капуста;Капуста Брокколи Тонус/Сем Алт/цп 0,3 гр.;30
Капуста;Капуста Брокколи Цезарь/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Брюссельская Лонг Айленд/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Брюссельская Лонг Айленд/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Брюссельская Рубиновые Бусы/Сем Алт/цп 0,1 гр.;38
Капуста;Капуста Брюссельская Сандра/Сем Алт/цп  0,5 гр.;34
Капуста;Капуста Брюссельская Сапфир/Сем Алт/цп 0,1 гр.;34
Капуста;Капуста Валентина F1/Сем Алт/цп 0,1 гр.;70
Капуста;Капуста Вестри F1/Сем Алт/цп 15 шт. Seminis (Голландские Семена);100
Капуста;Капуста Вьюга/Сем Алт/цп 0,5 гр. Сибирская Селекция!;38
Капуста;Капуста Грин Флэш F1/Сем Алт/цп 15 шт. Seminis (Голландские Семена);90
Капуста;Капуста Доминанта F1/Сем Алт/цп 0,1 гр. (улучшенный колобок);64
Капуста;Капуста Зимовка 1474/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Золотой Гектар 1432/Сем Алт/цп 0,3 гр.;31
Капуста;Капуста Июньская/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Казачок F1/Сем Алт/цп 0,1 гр.;42
Капуста;Капуста Каменная Голова/Сем Алт/цп 0,3 гр.;37
Капуста;Капуста Китайская Пак Чой/Сем Алт/цп 0,3 гр. АЗИАТСКИЙ ОГОРОД!;35
Капуста;Капуста Китайская Ши Хо/Сем Алт/цп 0,3 гр. АЗИАТСКИЙ ОГОРОД!;35
Капуста;Капуста Колобок F1/Сем Алт/цп 0,1 гр.;39
Капуста;Капуста Кольраби Венская Белая 1350/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Кольраби Виолетта/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Кольраби Гигант/Сем Алт/цп 0,3 гр.;31
Капуста;Капуста Коля F1/Сем Алт/цп 15 шт. Seminis (Голландские Семена);85
Капуста;Капуста Краснокочанная Вегетарианка/Сем Алт/цп 0,3 гр. НОВИНКА! СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;40
Капуста;Капуста Краснокочанная Марс МС/Сем Алт/цп 0,3 гр.;34
Капуста;Капуста Краснокочанная Поздняя Красавица/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Краснокочанная Рубин МС/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Краснокочанная Топаз/Сем Алт/цп 0,3 гр.;35
Капуста;Капуста Мегатон F1/Сем Алт/цп 10 шт. Bejo (Голландские Семена);95
Капуста;Капуста Морозко/Сем Алт/цп 0,3 гр.;32
Капуста;Капуста Московская поздняя 15/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Надежда/Сем Алт/цп 0,5 гр.;35
Капуста;Капуста Номер первый Грибовский 147/Сем Алт/цп 0,5 гр.;30
Капуста;Капуста Пекинская Гранат/Сем Алт/цп 0,3 гр. АЗИАТСКИЙ ОГОРОД!;35
Капуста;Капуста Пекинская Любаша/Сем Алт/цп 0,3 гр. АЗИАТСКИЙ ОГОРОД!;35
Капуста;Капуста Подарок/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Просто-Квашено/Сем Алт/цп 0,3 гр.;38
Капуста;Капуста Ринда F1/Сем Алт/цп 10 шт. Seminis (Голландские Семена);75
Капуста;Капуста Ринда F1/Сем Алт/цп 12 шт. Seminis (Голландские Семена);84
Капуста;Капуста Савойская Зеленое Кружево/Сем Алт/цп 0,3 гр.;34
Капуста;Капуста Савойская Фиолетовое Кружево/Сем Алт/цп 0,3 гр.;34
Капуста;Капуста СБ-3 F1/Сем Алт/цп 0,1 гр.;38
Капуста;Капуста Сердце Буйвола/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Сибирская Пирамида/Сем Алт/цп 0,5 гр.;36
Капуста;Капуста Сибирский Гигант/Сем Алт/цп 0,3 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;39
Капуста;Капуста Сибирячка 60/Сем Алт/цп 0,5 гр. Сибирская Селекция!;34
Капуста;Капуста Слава 1305/Сем Алт/цп 0,5 гр.;34
Капуста;Капуста Сорви Голова F1/Сем Алт/цп 0,1 гр.;42
Капуста;Капуста Сто Одежек/Сем Алт/цп 0,3 гр.;37
Капуста;Капуста Точка/Сем Алт/цп 0,5 гр.;36
Капуста;Капуста Трансфер F1/Сем Алт/цп 0,1 гр.;39
Капуста;Капуста Цветная Альфа/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Балдо F1/Сем Алт/цп 10 шт. Seminis (Голландские Семена);190
Капуста;Капуста Цветная Винсон F1/Сем Алт/цп 10 шт. Seminis (Голландские Семена);145
Капуста;Капуста Цветная Дачница/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Изумрудная Королева/Сем Алт/цп 0,3 гр.;38
Капуста;Капуста Цветная Иностранки Смесь/Сем Алт/цп 0,9 гр. БОЛЬШОЙ ПАКЕТ!;75
Капуста;Капуста Цветная Малимба F1/Сем Алт/цп 10 шт. Seminis (Голландские Семена);135
Капуста;Капуста Цветная Марвел 4 Сеазонс (4 Сезона)/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Мовир 74/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Оранжевая Королева/Сем Алт/цп 0,3 гр. НОВИНКА!;38
Капуста;Капуста Цветная Романеско/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Снежная Баба F1/Сем Алт/цп 10 шт. НОВИНКА!;115
Капуста;Капуста Цветная Сноуболл 123/Сем Алт/цп 0,3 гр.;39
Капуста;Капуста Цветная Столичная Штучка F1/Сем Алт/цп 10 шт.;145
Капуста;Капуста Цветная Стройняшка/Сем Алт/цп 0,3 гр. НОВИНКА! СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;58
Капуста;Капуста Цветная Фиолетовая Королева/Сем Алт/цп 0,1 гр.;37
Картофель в семенах;Картофель Импала/Сем Алт/цп 0,02 гр. НОВИНКА!;31
Картофель в семенах;Картофель Пикассо/Сем Алт/цп 0,02 гр. НОВИНКА!;31
Картофель в семенах;Картофель Ривьера/Сем Алт/цп 0,02 гр. НОВИНКА!;31
Кукуруза;Кукуруза Былина/Сем Алт/цп 3 гр.;39
Кукуруза;Кукуруза Кубанский Сахарный 210/Сем Алт/цп 5 гр.;34
Кукуруза;Кукуруза Лакомка Белогорья/Сем Алт/цп 5 гр.;34
Кукуруза;Кукуруза Поп Корн/Сем Алт/цп 5 гр.;37
Кукуруза;Кукуруза Сластена/Сем Алт/цп 5 гр.;38
Кукуруза;Кукуруза Станичник/Сем Алт/цп 3 гр.;39
Кукуруза;Кукуруза Тройная Сладость/Сем Алт/цп 5 гр.;35
Кукуруза;Кукуруза Утренняя Песня Сахарная F1/Сем Алт/цп 5 гр.;34
Кукуруза;Кукуруза Хуторянка/Сем Алт/цп 3 гр.;39
Кукуруза;Кукуруза Царевица/Сем Алт/цп 5 гр.;35
Лук;Лук Айлса Грейг/Сем Алт/цп 0,2 гр. НОВИНКА!;39
Лук;Лук Батун Апрельский/Сем Алт/цп 1 гр.;38
Лук;Лук Батун Нежность/Сем Алт/цп 1 гр.;39
Лук;Лук Батун Пьеро/Сем Алт/цп 1 гр.;37
Лук;Лук Батун Русский Зимний/Сем Алт/цп 1 гр.;39
Лук;Лук Беннито F1/Сем Алт/цп 0,2 гр. Seminis (Голландские Семена);55
Лук;Лук Брунсвик/Сем Алт/цп 0,5 гр.;33
Лук;Лук Душистый Китайский Чеснок/Сем Алт/цп 0,3 гр;34
Лук;Лук Душистый Китайский Чеснок/Сем Алт/цп 0,5 гр НОВИНКА!;32
Лук;Лук Душистый Чесночный Аромат/Сем Алт/цп 0,3 гр;34
Лук;Лук Здоровья Друг/Сем Алт/цп 0,2 гр. НОВИНКА! СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;77
Лук;Лук Золотничок/Сем Алт/цп 0,5 гр.;34
Лук;Лук Каратальский/Сем Алт/цп 0,5 гр.;34
Лук;Лук Каратальский/Сем Алт/цп 1 гр.;39
Лук;Лук Кармен МС/Сем Алт/цп 0,5 гр.;39
Лук;Лук Мячковский 300/Сем Алт/цп 0,5 гр.;37
Лук;Лук на зелень Белый Пучок/Сем Алт/цп 0,5 гр.;39
Лук;Лук на зелень Грин Баннер/Сем Алт/цп 0,2 гр. Seminis (Голландские Семена);44
Лук;Лук на зелень и мини-головку Ранний Пучок/Сем Алт/цп 0,3 гр.;37
Лук;Лук на зелень и мини-головку Ранний Пучок/Сем Алт/цп 0,5 гр.;38
Лук;Лук на Зелень Красный Пучок/Сем Алт/цп 0,3 гр;34
Лук;Лук на зелень Перо Жар-Птицы/Сем Алт/цп 0,5 гр.;37
Лук;Лук на Зелень/Сем Алт/цп 0,5 гр.;32
Лук;Лук на Зелень/Сем Алт/цп 0,5 гр. УРОЖАЙ НА ОКНЕ;38
Лук;Лук на Перо Перформер/Сем Алт/цп 0,2 гр. Bejo (Голландские Семена);48
Лук;Лук Ни Слезинки/Сем Алт/цп 0,2 гр.;77
Лук;Лук Одинцовец/Сем Алт/цп 0,5 гр.;33
Лук;Лук Одинцовец/Сем Алт/цп 1 гр.;32
Лук;Лук Порей Зимний Гигант/Сем Алт/цп 1 гр.;39
Лук;Лук Порей Карантанский/Сем Алт/цп 1 гр.;39
Лук;Лук Порей Сибирский Гигант/Сем Алт/цп 0,5 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;42
Лук;Лук Порей Сибирский Гигант/Сем Алт/цп 1 гр. СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;49
Лук;Лук Порей Элефант МС/Сем Алт/цп 1 гр.;38
Лук;Лук Ред Барон/Сем Алт/цп 0,5 гр.;38
Лук;Лук Сибирский Гигант/Сем Алт/цп 0,2 гр. НОВИНКА! СЕРИЯ СИБИРСКИЕ ГИГАНТЫ!;57
Лук;Лук Стригуновский Местный/Сем Алт/цп 1 гр.;36
Лук;Лук Стурон/Сем Алт/цп 0,5 гр.;36
Лук;Лук Халцедон/Сем Алт/цп 1 гр.;40
Лук;Лук Черемша алтайская/Сем Алт/цп 0,3 гр. НОВИНКА!;42
Лук;Лук Чипполино/Сем Алт/цп 0,5  гр.;38
Лук;Лук Шалот Шарлотта/Сем Алт/цп 0,3 гр.;57
Лук;Лук Шнитт Медунок/Сем Алт/цп 0,5 гр.;39
Лук;Лук Штутгартер Ризен/Сем Алт/цп 1 гр.;38
Лук;Лук Эксибишен/Сем Алт/цп 0,2 гр. Bejo (Голландские Семена);77
Лук;Лук Ялтинский/Сем Алт/цп 0,2 гр. НОВИНКА!;35
Мангольд;Мангольд Изумруд/Сем Алт/цп 1 гр.;35
Мангольд;Мангольд Рубин/Сем Алт/цп 1 гр.;34
Микрозелень;Зелень Кресс-Салат Ажур/Сем Алт/цп 1 гр.;30
Микрозелень;Зелень Кресс-Салат Забава/Сем Алт/цп 1 гр.;35
Микрозелень;Микрозелень Базилик Ароматный микс/Сем Алт/цп 1 гр. НОВИНКА! МИКРОЗЕЛЕНЬ;45
Микрозелень;Микрозелень Горох/Сем Алт/цп 10 гр.НОВИНКА! МИКРОЗЕЛЕНЬ!;30
Микрозелень;Микрозелень Горчица/Сем Алт/цп 5 гр. НОВИНКА! МИКРОЗЕЛЕНЬ!;34
Микрозелень;Микрозелень Кресс-салат Весенний/Сем Алт/цп 1 гр.НОВИНКА! МИКРОЗЕЛЕНЬ!;35
Микрозелень;Микрозелень Кукуруза Сахарная/Сем Алт/цп 5 гр. НОВИНКА! МИКРОЗЕЛЕНЬ!;37
Микрозелень;Микрозелень Подсолнечник/Сем Алт/цп 10 гр. НОВИНКА! МИКРОЗЕЛЕНЬ!;34
Морковь;Морковь Амстердамска/Сем Алт/цп 2 гр.;39
Морковь;Морковь Без Сердцевины (Вита Лонга)/Сем Алт/цп 2 гр.;39
Морковь;Морковь Витаминная 6/Сем Алт/цп 2 гр.;39
Морковь;Морковь Девочка-Припевочка/Сем Алт/цп 2 гр.;42
Морковь;Морковь Детская Сладкая/Сем Алт/цп 2 гр.;42
Морковь;Морковь Длинная Красная Без Сердцевины/Сем Алт/цп 2 гр.;39
Морковь;Морковь Для Плова/Сем Алт/цп 1 гр.;38
Морковь;Морковь Для Плова/Сем Алт/цп 2 гр.;44
Морковь;Морковь Долянка/Сем Алт/цп 2 гр.;39
Морковь;Морковь Император/Сем Алт/цп 2 гр.;48
Морковь;Морковь Канада F1/Сем Алт/цп 0,2 гр. Bejo (Голландские Семена);75
Морковь;Морковь Королева Осени/Сем Алт/цп 2 гр.;42
Морковь;Морковь Красна Девица/Сем Алт/цп 2 гр.;39
Морковь;Морковь Лосиноостровская 13/Сем Алт/цп 2 гр.;39
Морковь;Морковь Мармеладница/Сем Алт/цп 2 гр.;39
Морковь;Морковь Медовый Поцелуй/Сем Алт/цп 2 гр.;39
Морковь;Морковь Милашка/Сем Алт/цп 2 гр.;39
Морковь;Морковь Московская зимняя А 515/Сем Алт/цп 2 гр.;38
Морковь;Морковь Нантская 4/Сем Алт/цп 2 гр.;42
Морковь;Морковь НИИОХ 336/Сем Алт/цп 2 гр.;39
Морковь;Морковь Осенний Король/Сем Алт/цп 2 гр.;39
Морковь;Морковь Осенняя Забава/Сем Алт/цп 0,5 гр.;57
Морковь;Морковь Принцесса Шанхая/Сем Алт/цп 1 гр. АЗИАТСКИЙ ОГОРОД!;38
Морковь;Морковь Роте Ризен (Красный Великан)/Сем Алт/цп 2 гр.;39
Морковь;Морковь Самая Ранняя/Сем Алт/цп 1 гр.;42
Морковь;Морковь Самсон/Сем Алт/цп 0,5 гр. Bejo (Голландские Семена);55
Морковь;Морковь Санта Круз F1/Сем Алт/цп 0,3 гр. Seminis (Голландские Семена);65
Морковь;Морковь Соната/Сем Алт/цп 1 гр. Сибирская Селекция!;37
Морковь;Морковь Супервитаминная/Сем Алт/цп 2 гр. СЕРИЯ ЧЕМПИОНЫ ПОЛЬЗЫ!;50
Морковь;Морковь Тушон/Сем Алт/цп 2 гр.;42
Морковь;Морковь Флакке/Сем Алт/цп 2 гр.;41
Морковь;Морковь Форто/Сем Алт/цп 2 гр.;42
Морковь;Морковь Чурчхела Белая/Сем Алт/цп 0,2 гр.;58
Морковь;Морковь Чурчхела Желтая/Сем Алт/цп 0,2 гр.;58
Морковь;Морковь Чурчхела Красная/Сем Алт/цп 0,2 гр.;58
Морковь;Морковь Чурчхела Смесь/Сем Алт/цп 0,2 гр.;58
Морковь;Морковь Чурчхела Фиолетовая/Сем Алт/цп 0,2 гр.;58
Морковь;Морковь Шантенэ 2461/Сем Алт/цп 2 гр.;42
Морковь;Морковь Шантенэ Роял/Сем Алт/цп 2 гр.;44
НАБОРЫ СЕМЯН;Зелень Салат Пять Чудес Смесь/Сем Алт/цп БОЛЬШОЙ ПАКЕТ! НОВИНКА!;75
НАБОРЫ СЕМЯН;Капуста Цветная Иностранки Смесь/Сем Алт/цп 0,9 гр. БОЛЬШОЙ ПАКЕТ!;75
Огурец;Огурец Алтай/Сем Алт/цп 0,5 гр. Сибирская Селекция!;38
Огурец;Огурец Аннушка F1/Сем Алт/цп 0,3 гр;42
Огурец;Огурец Аполлон F1/Сем Алт/цп 6 шт.;49
Огурец;Огурец Апрельский (ТСХА 98) F1/Сем Алт/цп 0,3 гр.;55
Огурец;Огурец Аты-Баты/Сем Алт/цп 8 шт.;39
Огурец;Огурец Балконный F1/Сем Алт/цп 5 шт.;58
Огурец;Огурец Бидретта F1/Сем Алт/цп 0,3 гр.;39
Огурец;Огурец Блондинчик/Сем Алт/цп 0,5 гр.;42
Огурец;Огурец Братец Иванушка F1/Сем Алт/цп 0,3 гр.;42
Огурец;Огурец Буян F1/Сем Алт/цп 5 шт.;58
Огурец;Огурец Бэби Мини F1/Сем Алт/цп 5 шт. Seminis (Голландские Семена);135
Огурец;Огурец Верные друзья F1/Сем Алт/цп 5 шт.;56
Огурец;Огурец Водолей/Сем Алт/цп 0,3 гр.;35
Огурец;Огурец Вязниковский 37/Сем Алт/цп 0,5 гр.;35
Огурец;Огурец Вятский F1/Сем Алт/цп 6 шт.;78
Огурец;Огурец Галина F1/Сем Алт/цп 5 шт. Seminis (Голландские Семена);59
Огурец;Огурец Герман F1/Сем Алт/цп 5 шт. Seminis (Голландские Семена);121
Огурец;Огурец Голубчик F1/Сем Алт/цп 0,3 гр.;39
Огурец;Огурец Городской Огурчик F1/Сем Алт/цп 5 шт. УРОЖАЙ НА ОКНЕ!;58
Огурец;Огурец Дальневосточный 27/Сем Алт/цп 0,5 гр.;34
Огурец;Огурец Емеля F1/Сем Алт/цп 5 шт.;55
Огурец;Огурец Журавленок F1/Сем Алт/цп 0,3 гр.;42
Огурец;Огурец Закусочный/Сем Алт/цп 0,5 гр.;38
Огурец;Огурец Засолочный/Сем Алт/цп 0,3 гр.;32
Огурец;Огурец Засолочный/Сем Алт/цп 0,5 гр.;28
Огурец;Огурец Зозуля F1 (ТСХА 77)/Сем Алт/цп 0,3 гр.;55
Огурец;Огурец Зубренок F1/Сем Алт/цп 0,3 гр.;38
Огурец;Огурец Изобильный F1/Сем Алт/цп 0,3 гр.;45
Огурец;Огурец Изящный/Сем Алт/цп 0,5 гр.;34
Огурец;Огурец Ира F1/Сем Алт/цп 0,3 гр.;42
Огурец;Огурец Китайский Джин №1 F1/Сем Алт/цп 6 шт. КИТАЙСКАЯ СЕРИЯ;58
Огурец;Огурец Китайский Холодоустойчивый F1/Сем Алт/цп 6 шт. КИТАЙСКАЯ СЕРИЯ;58
Огурец;Огурец Козырная Карта F1/Сем Алт/цп 5 шт.;55
Огурец;Огурец Комарик F1/Сем Алт/цп 5 шт.;75
